Review,Rating,Sentiment
"I rented ""New Best Friend"" hoping for a movie similar to enjoyable teen thrillers such as ""Gossip"" and ""The Curve"". Instead, ""New Best Friend"" is much more like ""The In Crowd"", in which there are no thrills and the acting is incredibly phony. ""New Best Friend"" is boring, and the events during the movie are the same. Skip this movie...it's a waste of time.",1,0
"I screamed my head off because seeing this movie was my first movie going experience ever at some 13 months old. I remember it being incredibly bloody and it made me angry. I watched it again on tv a few years ago. Big mistake -- the acting is wooden, the plot non-existent and the movie lacks merit unless 23 year-old T & A is what gets you going... 0/****",1,0
"Story of a good-for-nothing poet and a sidekick singer who puts his words to music. Director Danny Boyle has lost none of his predilection for raking in the gutter of humanity for characters but he has lost, in this film, the edge for creating inspiring and funny films. Strumpet is painful to watch and barely justified by the fact that it was made for TV.",3,0
"If you tried to make a bad film, you could not make one worst that this one. I can't imagine anyone paying good money to see trash like this in a theater. The thing that really gets you is being mesmerized in looking at the entire thing just for the amazement of seeing how lousy it could get. The redeeming facet of this film was seeing the words ""The End""",1,0
"Obviously influenced by the success of Pal's ""Destination Moon"" and Lippert's ""Rocketship X-M"" this one just doesn't make the cut. Limited special effects, a thin story line result in a production that even the half-decent cast can't save. Just no believability here. No one seems surprised to encounter Martians, much like earthlings, etc. etc. Pass on it!",3,0
"I bought the video rather late in my collecting and probably would have saved a lot of money if I bought it earlier. It invariably supersedes anything else on those ""Cosmo's moon"" nights. Cher and Olympia certainly deserve their awards but this is really a flawless ensemble performance of a superb screenplay. What? You don't know what a ""Cosmo's moon"" is?",9,1
"Very possibly one of the funniest movies in the world. Oscar material. Trey Parker and Matt Stone are hilarious and before you see this I suggest you see ""South Park"" one of the funniest cartoons created. Buy it, you will laugh every time you see it. Pure stroke of genius. If you don't think its funny then you have no soul or sense of humor. 10 out of 10.",9,1
"Entertaining Jim Belushi vehicle, a modern cockeyed version of It's A Wonderful Life. Michael Caine plays a sort-of angel who lets Belush see what life would have been like if he had ""made it big"". Jim is at his best with a good story and supporting cast; seems like real chemistry between him and Hamilton. Not an Oscar contender but good warm-hearted fun.",9,1
I agree with another user here and have to say that this is one of the best Kung Fu movies ever! I watched this as a kid and absolutely loved it! The scaffolding scenes are brilliant and you can really empathise with this guy because he is treated as an outcast. Nice humour and fantastic kung fu this movie rocks! If you like Kung Fu you would love this!!!,10,1
"Though not in the whole film, Andy Griffith again plays his role best in this CBS tv-movie. The plot is easy-Griffith's character dies and his last wish is that his wife and kids scatter his ashes is the place he named (Mountains Somewhere). Though it will never be seen on TV and never be released on video, if you do get the chance to watch this--TAKE IT.",10,1
The Rookie kept me smiling from beginning to end. Dennis Quaid played the role to perfection. The little boy that plays his son was fantastic. He made this a father-son movie to remember. The messages are good ones. Follow your dreams. Failing at the pursuit is alright as long as you try. The excitement is palpable. I believe this movie will be a classic.,10,1
"Marlene Gorris has established herself as one of the world's great directors. This sensitive, visually beautiful film is based on a story by Vladimir Nabokov and captures well that writer's dark irony. John Turturro gives what I consider to be his finest performance (I am usually not a fan of his); and Emily Watson is brilliant as well. Well worth seeing.",10,1
"A great storyline with a message. Joan Plowright is superb as ""Phoebe"", Mike Kopsa is hilarious as ""coach"" and Richard de Klerk plays the role of ""Carmine"" superbly. Mischa Barton as ""Frankie"" puts in a good performance and Ingrid as ""Hazel"" plays her first lead extremely well. This film is superbly directed by Jo-Beth Williams. The editing is first rate.",9,1
"This is a gem of a movie not just for people who like fun and quirky premises, but who love the history and traditions of Sci-Fi and Classic Hollywood movies. Each alien of the Martian crew is the embodiment of a classic Sci-Fi character or member of Hollywood royalty and it's pure pleasure watching them bounce of each other and the residents of Big Bean.",10,1
"Absolutely stunning, warmth for the head and the heart. The kind of movie western movie makers are too rushed, too frenetic to even attempt. My kids watched it, and they loved it too. What real people--goes to show you how cultural differences (the Japanese setting) is less important than the human similarities. Go see it, whether you like dancing or not.",10,1
"This is the most difficult movie I have ever seen...the emotional content is horrific, yet unforgetable. A woman who is accused of being a political activist is brought in for questioning. The whole movie revolves around her interrogation. Alan Rickman and Madeline Stowe have intense and powerful roles for which they deserve Oscars for their performances.",10,1
"I'm a Geena Davis fan for life because of this movie. I've always loved Samuel L Jackson. And the two make a great pair on screen. This said, I think 'TLKG' is the best action movie I've ever seen, forget the twist endings that audiences have now come to expect and that filmmakers now try (mostly failing) to incorporate into their movies.10/10",10,1
"I missed it at the cinema and have rented it on DVD. If you get the chance I would recommend it as it??s better than nearly everything I??ve seen at the cinema or on DVd this year. That isn??t to say it??s one of the best films ever or anything, it??s just I??ve seen a lot of rubbish :)Can??t really add to what??s already been said except 8/10",8,1
"I loved it, it was really gruesome and disgusting. I thought that the tearing of the human flesh was thoroughly provacative. the way that it was depicting the human crucifix about Jesus Christ was really interesting. The tearing about limbs and jaws was awesome brutally gruesome. Don't watch this if you have a weak heart, you wouldn't be able to stand it.",10,1
"An intense thriller about a mute movie make-up artist who witnesses a snuff film being made when she is working late in the studio one night. After she tries to get away from the murder scene, she realizes she is in for more than she bargained for when the entire mafia is out to kill her for being a witness. This movie leaves you on the edge of your seat.",10,1
"I really enjoyed The Patriot. This movie had less violence and was based on a real life threat that could inevitably destroy our civilization. One line in the movie from wesley mclaren (seagal) stuck out in my mind to be very true of our society, ""western medicine is in the practice of prolonging illness and I am in the business of curing it.""",10,1
"Nightmare Weekend stars a cast of ridiculous actors with even less of an idea of what is going on than the director had, if you can imagine that. There is no decipherable plot or story, the special effects are a joke, and even the sound is terrible. This film was directed by Henry Sala. It was the only film that he ever directed, and the reason is obvious.",1,0
"If this is based on the true-life relationship, as purported, between Ms. Curtin and Mr. Levinson, I'm thrilled I do not know them personally. This is painfully slow, and both characters take stupid pills liberally throughout the movie while the theme song gets played into the ground. Many stupid scenes with people acting stupid does not make for a comedy.",2,0
At first i thought that it was just about Eddie Murphy talking to some stupid animals. I was right. Some people called this movie Eddie Murphy's comeback! Who are these people? Jesus if this is the best he can come up with he can just stay away. What was the story again? I was so annoyed by all the lame jokes i forgot. I should have walked out on this one.,4,0
"After the wit and liveliness of Highway 61 and Roadkill I expected this movie to shine, but it was as bloated and self-deluded as the hard-rock stars it parodied. The pace dragged, not helped by an over-long hallucination sequence, the characters were flat and unmemorable, and Art Bergmann is no Jello Biafra. I had to poke myself to stay awake.",1,0
"I don't think this movie had the effect on me that was intended: seeing American soldiers shooting wounded soldiers from the other side, and punching wounded prisoners in their wounds to torture them into making them talk made me root for the other side. It certainly made the US forces look anything like ""the good guys"". Was this supposed to be acceptable?",3,0
A girl is looking for her soul mate-- this movie was very strange-- lots of sequences that look like an hallucinations. Tommy Lee Jones is the only stable one in the picture. It was hard to figure out what the director was trying to say-- Most of the time the main character is dressed in weird clothes and makeup. A weird combination of reality and madness.,4,0
"Give H.G. Lewis points: He managed to incorporate beefy exotic dancers, gallons of his notorious fake blood, and Henny Youngman all in one movie. ""The Gore Gore Girls"" was Lewis's horror film swan song, and ends with a head being squashed by an automobile. Oh... Henny plays a surly night club owner whose girls are falling prey to Lewis's standard butchery.",1,0
"Chinese Ghost Story is one of the most amazing Hong Kong films I have ever seen.It's a brilliant mix of fantasy,comedy,romance,horror and martial arts.The film has some wonderful visuals and amazing fights.I love especially the fight scene between Wu Ma and the tree demon tongue.Truly original and refreshing film and another Embalmer's fine recommendation.",9,1
"Well-done ghost story that will give you the creeps and some pretty fair scares along the way. The story unfolds slowly, building atmosphere all the way until you're ready to see the woman in black. You won't forget her once you've seen her. No gore, no knives, no hockey masks--just a well-constructed story that is best viewed at night with the lights out.",9,1
"This film may seem dated today, but remember that it was made in 1974 -- before Saturday Night Live, before Howard Stern, back when George Carlin was just getting beyond the Hippie Dippie Weatherman and into heavy satiric humor. This film is the granddaddy of them all. Enjoy it for its historical significance, as well as for its strong entertainment value.",8,1
"A highly atmospheric cheapie, showing great ingenuity in the use of props, sets and effects (fog, lighting, focus) to create an eerie and moody texture. The story is farfetched, the acting is merely functional, but it shows how imaginative effects can develop an entire visual narrative. This movie is recommended for its mood and texture, not for its story.",9,1
"This film was excellent - the emotional power of Tom Hulce and Ray Liotta's performances brought tears to my eyes and joy to my heart - this film shows us that there is still hope in the world. If this film had come out at the end of 1988, instead of Rain Man, Hulce would certainly have been at least nominated for a Best Actor Oscar. Definitely a must-see!",10,1
this is one amazing movie!!!!! you have to realize that chinese folklore is complicated and philosophical. there are always stories behind stories. i myself did not understand everything but knowing chinese folklore (i studied them in school)it is very complicated. you just have to take what it gives you.....ENJOY THE MOVIE AND ENJOY THE RIDE....HOORAY!!!!,8,1
I switched this on (from cable) on a whim and was treated to quite a surprise...although very predictable this film turned out to be quite enjoyable...no big stars but well-directed and just plain fun. With all the over-hyped crap that is out there it is very nice to get an unexpected surprise now and then... and this little film fits the bill nicely. 9/10,9,1
"I enjoyed this film very much. I found it to be very entertaining for me in that I feel that it captured the romanticism of turn of the century Irish-American culture. There's no messages. There's no violence and there's no overt sex, just wholesome 1947 style entertainment and Dennis Morgan had a chance to sing some really good songs. A really good movie.",10,1
"Amazing, one of my favorite movies way down at the bottom. Guess I can take some pride in not liking what ""the general populace"" tends to go for. Jackie Mason is hilarious in this movie, and so's Randy Quaid. I can never get enough of his ""strong-arm"" tactics, just like in Moving. He was also notable in National Lampoon's Christmas Vacation. Love that guy.",8,1
"I originally saw this film while I was working as a musician doing musical theatre in summer stock. If you've ever done any work in theatre - especially at a summer stock theatre - you'll really enjoy this film.Yes, there are some moments of really bad writing in the film, but overall it's a lovely tribute to the theatre and why people love it.",8,1
"This was the best movie ever has seen on ""Germen's Cine Club"" (Buenos Aires) This movie is a realistic critic of the society of the past and the next century. It cause a very good impression to all the partners of ""Germen's Cine Club"". I recommend this movie to all the fans of Troma and to all the people who like the good movies, not the commercial movies.",10,1
"The curse of Monkey Island is a brilliant video game and its a stroke of genius from the video game designers at lucasarts to have created this sequel. All the characters are brilliant, the voice overs for the characters were realistic and funny. A lot of effort went into this game and it deserves the 10 i gave in the vote, keep up the good work lucasarts!",10,1
"This movie was groundbreaking in the former Soviet Union because it was the first movie released there that contained a real sex scene. However, the movie can be considered great for many reasons, not the least of which is its true, gritty portrayal of disillusionment and pain in the family of a working class Soviet family. I would definitely recommend it.",10,1
The first one was different and funny. This attempt should have never left the studio. This movie does not make you laugh. It is a weak attempt at gross out humor. The movie picks out current and old movies to rip-off. This time the jokes seem used and overdone. The audience that I saw it with only re-acted to Hannibal dinner scene and was otherwise asleep.,1,0
"He really lost the plot with this one! None of his distinctive trademarks here at all, an uninteresting plot and completely terrible acting make this his worst film (in my opinion). Even his trademark gore is gone, bar one scene in an operating theatre. Oh well, at least his next film 'Nightmare Concert' showed that he could still shock when he wanted to...",4,0
"I love watching Jerry as much as the rest of the world, but this poor excuse for a soft-core porno flick is needlessly offensive, lacks anything resembling wit, and serves merely as a vehicle of self-promotion for Springer. Even though it runs a quick 90 minutes, the film drags hideously, and I should have had the common sense to walk out. Simply atrocious.",1,0
"This is one of those cheaply made TV Movies were the characters seem to lose all sense. The premise of the story, the kidnapping of a son by the boy's father,is very good. But the story just seems to beggar belief. Whenever the mother is advised not to do anything you know fine well she is going to do it. It is a bit far fetched and not worthy of a viewing.",3,0
"ok, i am really into King's stuff, but this is just dreadful. the whole movie, i am waiting for the main character to do something profound with his new youth and power. i can tolerate the worst of movies, as anything is better than watching a cut movie with commercials in it. but this takes the cake. i gave it a 2, and i would never recommend it to anyone.",2,0
"Kinda boring, kinda gross, kinda unsettling, this wasn't horrible, but not too good. There's a good creepy bit when the statue comes to life, though, props to this scene. Not much happens, and the movie just feels sort of scummy. I was happy when it ended, and don't believe anything about this being a true story....very surprised this is averaging around 6.",4,0
"This is a movie with a wonderful concept, but very weak writing. It should never have been released with out at least three more re-writes (assuming it got any). The story is too loosly held together, and there are too many 90 degree turns in the story to make it a cohesive movie. It would be great to see what a decent screen-writer could do with the story.",2,0
"This is by far the funniest short made by the two comic geniuses. From the time they walk in, to the time Hardy just falls off the roof, this keeps me laughing hysterically. I highly suggest that every fan of Laurel and Hardy should see this short. I also recommend all of the Ghost Series. If you are looking for laughs, see this movie and you will be happy.",10,1
"I Enjoyed Watching This Well Acted Movie Very Much!It Was Well Acted,Particularly By Actress Helen Hunt And Actors Steven Weber And Jeff Fahey.It Was A Very Interesting Movie,Filled With Drama And Suspense,From The Beginning To The Very End.I Reccomend That Everyone Take The Time To Watch This Made For Television Movie,It Is Excellent And Has Great Acting!!",10,1
"I Enjoyed Watching This Well Acted Movie Very Much!It Was Well Acted,Particularly By Actress Helen Hunt And Actors Steven Weber And Jeff Fahey.It Was A Very Interesting Movie,Filled With Drama And Suspense,From The Beginning To The Very End.I Reccomend That Everyone Take The Time To Watch This Made For Television Movie,It Is Excellent And Has Great Acting!!",10,1
"This is a great movie, I did the play a while ago. It had an extra zing-- to it. I loved Vanessa Williams as Rosey, and also Jason Alexander has a good voice. It was great. The setting were also very good. Except the fact that it is 2 hours and 50 minutes, makes it pretty long. Overall I give it 8.5 stars. They also added a few parts, but it was still cool.",10,1
"This video rocked! Eddie is one of the funniest comics I have ever seen. Not only does he have class, he makes some of the funniest observations on history and culture that I have ever seen. Eddie is the most original and most intelligent comic I've seen in a VERY long time. Tell all those other stand-ups to get off the stage and let this ""executive"" reign!",10,1
"This documentary is incredibly thought-provoking, bringing you in to the lives of two long-time lovers who are in the final stages of AIDS. The past footage of their twenty-some-odd years together really brings their final moments home.If this movie doesn't make you feel the pain and agony of these two fascinating people, you don't have a heart.",10,1
"Well, some people would say that this particular movie stinks...but hey! Thats not right, not right at al...The movie may not have the best special effects, and may not have the best actors (Except the exelence of the Barbarian Bros.) Dispite theese minor fact, I can honostly say that this is one of the funniest movies I??ve ever seen, and I??ve seen em al!",10,1
"If you are a traveller, if there is a fire burning into your heart, if you'd call ""home"" every place on earth, but none of them can give you enough, if you are always looking for the next thing and if you believe the other part of your soul is somewhere out there, see this movie and you'll find out a little, but wonderful, piece of life sitting next to you.",10,1
Still funny after all these years. Midnight Madness is good entertainment for all ages. It introduces Michael J Fox as a typical 15 year old trouble maker. Melio and Blaylak are by far the funniest characters in it and Leon is perfectly cast as a wierdo game master. The budding romance between Adam and the girl couldn't have been any cheesier. Fagabeefe!!!!,10,1
"The Coen's strike again. I had no presuppositions going in and I was amazed at the bizarre telling of a good-bad guy story. Although Clooney is easily replaceable in this, his cornball style is welcome. Turturro and Nelson are dead ringers. And I loved ""I Am a Man of Constant Sorrow"" as performed by the ""Soggy Bottom Boys"". Catchy tune...8 of 10",8,1
"I don't think the world was ready for this film. I know I wasn't. I'd been expected a standard low-budget schlock exploitation potboiler. Instead, I got the most intelligent reworking of Shakespeare since Peter Greenaway's ""Prospero's Books"". This should become the definitive film version of Romeo And Juliet. It won't of course. But that's the world's loss.",8,1
"The play is cleverly constructed - begin with the porter, Rainbow - & let the audience see the background unfold through his eyes. The film follows the play with great faithfulness, working, no doubt, on the simple premise that it couldn't be bettered. Now throw in a host of superb character actors - & the result is a resounding triumph.A definite must-see.",8,1
"This film shows a serious side to the often thought of as gore-fest works of fulci. Not a lot of blood and guts here , but a fine tale about murder and the lives affected by it.A real find, considering it was made in 1972 and will soon celebrate its 30th anniversary.Check this one out, but be warned it is hard to find!Ron",9,1
"The movie was awful. The theater was dead with silence 'cause everyone was embarrassed to be in there watching such trash. I think someone gave Jet Li a lobotomy and made him perform a script with dialogue written by a five year old. The martial arts are 'ok', but when put next to the Jackie Chan movies and ""The Matrix"" you're better off seeing one of those.",1,0
"This film was bad. Bad acting, bad directing, bad writing. But it wasn't bad in a funny way. It was bad in a boring way. I watched ""Surface to Air"" because I thought it might be a laugh. It wasn't. Don't make the mistake I did. There are plenty of more enjoyable ways to spend an hour and a half such as watching paint dry or reading the dictionary. Seriously.",4,0
"A stale ""misfits-in-the-army"" saga, which half-heartedly attempts to be both surreal (the foreign subtitles) AND vulgar (the flatulence gags), but just ends up being a mix of many different kinds of humor, none of them followed very successfully. Barbara Bach, the Bond Girl from ""The Spy Who Loved Me"", has only two or three brief scenes. What a waste! (*1/2)",4,0
"How did such a terrible script manage to attract this cast? Ridiculous, predictable and thoroughly unbelievable, this is well-acted and slickly directed, but the material is so bad it still qualifies as one of the all-time worst thrillers I've seen in years. Amazingly bad, and not in a fun way. Avoid at all costs, even if you're a fan of someone in the cast.",1,0
"Some famous stories are prone to being moved to another epoch and, as such, becoming an embarrassing TV-movie. Oscar Wilde's Canterville Ghost is one of them. This TV movie for kids is utterly cheap, concerning acting, character work, credibility, directing and even concerning the modest special effects. As often, the question arises: what was this made for?",3,0
"Electra Glide in Blue is a slow moving B-flick in which Blake plays a desert motorcycle cop who wants to be a homicide detective and becomes embroiled in a murder investigation. A mediocre film at best, ""EG in B"" features some members of the band Chicago, a whiff of action, some philosophizing, and lots and lots of boring dramatic filler. Not worth the time.",4,0
"What an embarassment...This doesnt do justice to the original with awful acting from everyone in this movie, Hitchcock must be spinning in his grave. The scence where Marion gets killed in the shower is just so uneffective and unoriginal. The only good bit is that they used the same music and its so obvious who kills her in the shower. I rate this movie 3/10",3,0
"I saw this movie over 20 years ago and had rather fond memories of it. Catching again on Cinemax this month, I realized how little discernment I had about films back then. This is an utterly ordinary spaghetti western, with absolutely nothing noteworthy about it. Script, direction, acting, photography are all a big blah. Stick with the Sergio Leone westerns!",3,0
"Superb cast, more please!If you can catch just about anything else written by Plater (or starring these wonderful actors). For anyone who doesn't know Plater has a real feeling for jazz, my recommendation is to see the 'Beiderbecke' trilogy whenever you can.""There's three kinds of jazz - Hot, Cool and 'What time does the tune start?'""",10,1
"I had seen this movie before, but I could not remember it was this fantastic: it has a fun plot, Madonna fumbles around the city with pumas etc. causing a commotion. And the music is just perfect! And the happy ending! Who??s that girl is a great choice for a romanticist like me. In my opinion this could be even the best Madonna movie I have ever seen! 10/10",10,1
"I had VERY low expectations for this alleged ""re-imagining"" of the original -- and they weren't even met! What were they thinking? (Answer: They weren't.) Please don't waste your time on this Hollywood trash fest. Clip your nails, balance your checkbook, do anything besides watch this. Remember: If you rent stuff like this, it will only ensure they make more.",1,0
"This third Pokemon movie is too abstract for younger kids to follow and too repetitious to entertain older kids. The message of the film-- about dealing with loss-- is subverted by the return of the young girl's father during the film's credits. Team Rocket provide some amusement, but they're not really part of the small plot, so they don't appear very often.",2,0
"I would have given it a one instead of a two, but I suppose it COULD have been worse. I guess the acting isn't all that bad, but the plot lacks anything even remotely close to interesting. It is a terrible movie!! TERRIBLE! Complete waste of time! I strongly suggest you do not watch this movie.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2,0
"Horrible Horrible movie, i still can't believe my friend talked me into seeing this! No plot, bad acting, unfunny scenes, and very very stupid dialogue. All i have to say is that this movie is the worst movie i have seen and it's worse than Halloween III which i gave 0 stars too. So i give it 0 stars and a 0 out of 10, well on here a 1, but you get the point.",1,0
"By Randolph Scott standards of the 1950s, this is a disappointing and heavy-handed star western. Two or three of the characters could be dispensed with, while two or three other characters could be given more prominence. (The humour needs to be completely rewritten.) De Toth handles the action well - as always - but his grasp of the overall narrative is weak.",4,0
"Corny and horrible, I was not surprised this short lived show didn't make it. I remember fondly when Tales From the Crypt tried reusing these corny episodes like they were actually scary. Coupled with bad acting and lousy music, I was surprised this crummy showed was ever conceived. It never showed up again, and one can only be thankful for this circumstance.",2,0
"This is a piece of Hollywood product that should have never left a film can. Dialogue without a plausible thought, plot without a point, staging without skill, directing without direction, and acting without the worth of some backwater high school's freshman class play. The entire cast should have been arrested for over acting.But otherwise, okay!",1,0
"This movie is one of the worst remakes I have ever seen in my life! The acting is laughable and Corman has not improved his piranhas any since 1978. 90% of the special effects are lifted from Piranha (1978), Up From The Depths (1979) and Humanoids From The Deep (1979). It makes Piranha II: The Spawning look like it belongs on the American Film Institute List.",4,0
"This joins the endless line of corny, predictable 50's sci-fi shlock out there. As usual, it's pretty bad. There isn't much of a plot that I could detect and the over-exaggeration of the leads only adds to the unintentional laughs. The title is misleading also. Catching this on MST3K is probably the only way for it to be viewed, and it's better left that way.",2,0
"I saw this film at Temple University. I cannot imaging that anyone will ever see this film in a theater (projected on film). The acting is similar to Saved By The Bell (The TV Show). The plot is simple and unimaginative. The sound recordist likes the sound of wind and the DP needs a light meter. Vampires, Vampires, Vampires.Don't waste your money.",1,0
"Brilliant use of overstated technicolor illustrates the optimistic extremes of present day Christmas ceremonies. The voyeuristic element during the scenes (Santa & Pedro summarize society's behavior peering through a telescope) is unique (and obviously Jean-Luc Godard, although he was subtle, stole this theme in his film ""Pierrot le-fou""). Highly recommended!",10,1
"This film had my heart pounding. The acting was great, the erotic music and the beautiful women add up to make this one a winner. The lead actress decides to join an escort service when she realizes that her husband has no time for her. She step's into a whole new world her first client being another woman. This is a film you definitely DON'T want to pass up.",7,1
"This movie is one of my all time favorites. Cary Grant, Victor McLaglen, and Douglas Fairbanks Jr...what a cast. Not to mention Sam Jaffe as Gunga Din. Drama, action, adventure and comedy all rolled up into one. The final battle scene still to this day gives me chills and the ending always leaves me in tears. If you haven't seen it, I'd strongly recommend it.",10,1
"With the mixed reviews this got I wasn't expecting too much, and was pleasantly surprised. It's a very entertaining small crime film with interesting characters, excellent portrayals, writing that's breezy without being glib, and a good pace. It looks good too, in a funky way. Apparently people either like this movie or just hate it, and I'm one who liked it.",8,1
"IQ is a cute romantic comedy featuring two great actors that seem to click well on screen. Plot is a typical guy wrong for girl, guy gets girl format, but makes the solid point that one must love with the heart and not the the mind. Addition of Albert Einstein and his band of geniuses provides excellent comic relief. Overall, a good movie. Not great, but good",7,1
"This very strange movie is unlike anything made in the west at the time. With its tumultuous emotions and net of visions, dreams, and startling images, its effect is both beautiful and unsettling. The actors are choreographed more like dance than acting. It contains the only dream sequence I know of that actually resembles a real nightmare (sorry, Dali fans).",10,1
"All right guys, here's the deal with this movie. it's not the best but for all of you 80s kids out there it'll bring back fond memories of your childhood. Personally, i love this movie. i still love rainbow brite and the care bears. so, in my opinion, if you aren't a kid now or were a kid that loved and/or loves rainbow brite you won't like this movie at all.",10,1
"Wonderfully funny, awe-inspiring feature on the pioneers of turntablism. DJ Shadow and Q-Bert are amazing in this terrific documentary. Check out just about every major DJ crediting their getting in to scratch thanks to Herbie Hancock's post-bop classic 'Rockit', and archival footage of some of the most complex and mind-blowing turntable routines of all time.",9,1
Burt Reynolds stars as an undercover cop who is after a crime boss.. Rachel Ward as the high price call girl he falls for..Burt does well in this role and I think he would've done well in more roles like this..Rachel Ward is beautiful and sexy in her part..good pacing and story but something is missing in the equation.. on a scale of one to ten..7,7,1
"It may be a remake of the 1937 film by Capra, but it is wrong to consider it only in that way! It was supposed to expose Hilton's novel in a completely different way. As a musical is excellent. The scenery is terrific, the characters good and anyone like ""Leonard Maltin"" who considers the Bacharach music awful must be completely deaf! I strongly recommend it.",10,1
"This movie features some of the best ensemble work I've seen in film or on stage. The actors play off each other with a skill and vivacity that in no way can be achieved through editing.""Love Jones"" a good story, period. But it is also an excellent portrayal of the urban, middle-income, twenty-something African-American set that is not often seen.",10,1
"The premise is rather original and well thought-of, but unfortunately, siding a good story is very low budget that doesn't even allow for decent special effects. Jeff Fahey does his best amongst a poor cast, as does the always beautiful Linda Hoffman. They should make more movies together. The movie, while not worth much praise, warrants at least one viewing.",8,1
"For all that has been said about the subject matter, and the controversy that surrounded it, please do not overlook what I feel to be the most important part of the film: the salient struggles of everyone to keep their pride through their trials. Whether dealing with self-imposed male braggadocio, a sexual reawakening, or even life itself, everybody is human.",10,1
"This woman never stops talking throughout the movie. She memorized every line, and delivered all without a bit of natural emotion. She also has a most uncharming lisp, and the pitch of her voice sounds like nails on a blackboard. This film has WAY too much Betsy Drake, and not enough Cary Grant, who carried what little was left of the film entirely on his own.",4,0
"This film is really bad,so bad that even Christopher Lee cannot save it.A poor story an even poorer script and just plain bad direction makes this a truly outstanding horror film,the outstanding part being that it is the only horror film that i can honestly say i would never ever watch again.This garbage make Plan nine from outerspace look like oscar material.",1,0
"bad acting, bad southern accents, inconsistent cinematography, horrible script...I was looking forward to this film at a recent film festival and was so discouraged after seeing it. It contains quote/unquote name talent, but they do not deliver. Of course the basis for this is the uneven and uninteresting story that is told.don't bother",3,0
This movie was terrible!I rented it not knowing what to expect.I watched the 1st 5 minutes and the movie and knew it was a bomb.The acting was bad and there was no plot.The monster is soooooo fake.It growls and its mouth doesnt move.Also why would they have a doctor playing a xylophone to kill the monster.Just plain bad don't even waste your time.(1 out of 10),1,0
"This TV movie goes to show that bad films do exist. The only reason I saw this was it was covered on a KTMA MST3K. It's Super Bowl at the Superdome in New Orleans. However, no football is played whatsoever and we see the behind the scenes look at basically nothing. With the many stars in this film, it made no difference. I really don't know why I watched this.",1,0
"I hated this movie so much I remember it vividly. It is not even funny. Any movie that relies on unfunny sex jokes and racism humor does not deserve the money it costs to make it. In the first half hour, Rob Schneider drinks a carton of rancid milk. All I could think was ""he deserves it, for making such a bad movie"". Don't waste your time or money on this one.",1,0
"This film is so much of a rip-off of the masterpeice ""demons"" and thats the only thing that makes the movie worth watching. The acting is terrible,the action scenes are speeded up,the script is almost painful and budget non existent.If you think this film is good then you havn't seen a real horror film, skip this and get a copy of the movie demons.",1,0
"This movie really deserves the MST3K treatment. A pseudo-ancient fantasy hack-n-slash tale featuring twin barbarian brothers with a collective IQ of hot water, character names that seem to have been derived from a Mad Libs book, and such classic lines as ""Hold her down and uncover her belly!"", The Barbarians crosses over into the ""so bad, it's good"" territory.",3,0
"I'd never heard of this film before I caught it on the telly last night. I do hope it was never given a cinema release as this would be an insult to the silver screen and movie-goers alike.Was it supposed to be serious, was it supposed to be funny? Why the outrageously basic plot? Does anyone actually care?...Awful film.2/10",2,0
"This is supposed to be based on Wilkie Collins' _The_Woman_In_White_, but the only resemblance it bore to that story were the characters' names, the time period, and the settings. If they were going to change the story so thoroughly, I don't understand why they needed to keep up the pretense that it came from Wilkie Collins. Go read the book. It's much better.",1,0
"Finally got to see this movie last weekend. What a disappointment..it barely reaches ""made for TV"" level. Given the list of actors, I would have expected something substantially more sophisticated. The movie lacks a good story, well, actually any story for that matter. It has no credibility, instead lots of predictability. Save yourself the money and the time.",3,0
"I can't really see how anyone can have any interest whatsoever in seeing this movie. A woman meets a man, he wants to play games, she too, but only until she realise what she's missing. She leaves, and that's it really. It took 9 1/2 weeks before Elizabeth (Kim Basinger) left John (Mickey Rourke). She should have left him after 30 minutes and ended our misery.",3,0
Cheesy 80's horror co-starring genre favs Ken Foree and Rosalind Cash along with Brenda Bakke are some of the featured players in this tale about a haunted health club. Goofy dialogue and some nasty gore effects make this movie watchable. Not bad but no great shakes either.Recommended for the bad dialogue and acting. B-movie fans only.B,3,0
"Great story and great lead actors (Quaid and Ryan) but the movie suffers from bad directing,bad screenplay and bad script.The lead actors do their part but could not save the movie at all.Too bad because this could have been a good 80's style Hitchcock suspense/mystery/thriller.Ryan looked so young and fresh in this one though.An ok look for big Ryan fans.....",1,0
"This unsung quiet gem tells the true story of a POW escape during WW II. The performances are incredible, especially Anthony Steele. The movie works on many different levels: cerebral, emotional, visual, and literal. The dialogue is ingenious and rings very true. In fact, an unusual all-around authenticity puts this one head-and-shoulders above most war epics.",10,1
"This film was just absolutly brilliant. It actually made me think. During the whole movie I was confused as hell. I loved everything about it...it was just so confusing and so twisted and weird, it was hard not to love it. All of the actors were phenominal, and no one could have done a better job...This is one of my favorites of the year...it deserves an ocar.",10,1
"I haven't seen the more recent 'Traffic' which is based on this, but I'd bet on this one as the better creation. I know of no other movie that has so well portrayed the intricate tragedies of the drug trade and the 'war on drugs."" I've watched this one at least four times and am enjoying it again as part of Masterpiece Theatre's 30th anniversary presentations.",10,1
